주택유형,점유형태,주택나이,이사계획,공공임대주택입주의향,월평균가구소득,생활비,총자산,총부채,최종학력,주거지원1,주거지원2
9,4,8,2,1,150,130,1000,0,3,7,6
2,2,7,1,1,9999999,150,9999999,9999999,2,2,6
4,3,7,3,1,82,60,400,0,2,1,6
4,3,7,3,1,92,70,300,0,3,1,6
4,2,6,2,1,60,60,3300,0,3,6,10
6,1,7,3,2,550,300,155300,0,5,4,8
6,1,8,2,2,400,300,26000,0,3,3,4
6,2,4,2,1,111,100,9300,9000,2,6,2
6,1,7,1,2,300,200,28000,0,4,2,5
2,3,7,2,1,150,100,9999999,0,2,1,6
2,3,9,3,1,340,200,4000,0,3,5,7
4,3,3,2,1,220,100,5000,0,3,6,7
9,4,9,2,1,180,150,0,0,2,6,7
6,1,9,2,2,230,150,22500,0,3,3,2
6,1,9,3,2,300,200,21100,0,3,5,6
6,1,7,2,2,360,180,20900,0,3,4,7
2,2,9,2,1,300,200,21500,0,4,2,5
2,2,7,3,1,9999999,200,9999999,0,3,3,2
6,2,9,3,1,450,220,21500,0,3,3,6
2,3,7,2,1,150,150,500,0,3,2,5
1,3,7,1,1,82,80,9000,3000,3,2,1
6,2,2,1,2,525,300,32500,0,4,2,3
6,2,6,3,1,350,200,9999999,0,3,6,7
1,3,8,3,1,9999999,80,500,9999999,4,2,6
4,2,8,3,2,400,200,100000,50000,4,7,2
5,1,8,2,1,70,65,37500,0,1,4,8
6,1,5,2,2,500,250,30000,0,4,7,8
2,2,6,2,2,400,150,22000,0,4,2,3
4,1,4,2,2,600,200,146000,0,4,7,4
2,2,7,2,1,200,120,10000,0,3,6,5
2,3,7,2,1,280,200,4700,0,4,2,6
4,1,5,2,1,500,400,102000,10000,5,2,3
2,7,7,2,1,500,250,0,5000,3,1,2
4,1,4,2,2,600,300,36000,4000,4,2,3
4,2,3,2,1,300,250,23500,2000,3,2,3
4,3,3,2,1,9999999,250,9999999,4000,2,6,5
5,1,3,2,1,350,250,39000,0,4,2,7
2,3,9,2,1,150,100,300,0,3,1,2
2,2,7,2,1,55,50,3800,3300,3,6,5
5,3,5,2,1,470,350,11100,5600,4,5,7
8,3,5,2,1,300,100,1000,0,3,2,5
2,3,7,2,1,250,250,5500,0,3,7,8
2,3,8,2,1,300,150,5000,0,3,1,2
4,2,6,1,1,300,200,43000,2000,4,3,6
4,3,4,2,1,70,40,1800,0,3,6,7
6,2,7,2,2,450,300,15700,0,3,3,6
6,3,3,1,1,500,350,4000,0,4,3,8
9,4,9,3,1,9999999,9999999,9999999,2500,3,1,2
9,4,8,3,1,75,80,0,0,2,1,2
10,3,9,1,1,180,100,700,2000,2,1,2
6,3,5,2,1,624,500,1000,0,3,2,3
1,1,7,3,2,35,30,10010,0,3,4,10
1,1,8,3,1,9999999,500,9999999,0,4,4,10
3,3,8,1,1,300,100,1000,0,3,6,5
4,3,7,2,1,62,50,600,0,3,1,6
6,1,7,2,2,70,60,9999999,0,1,4,3
9,4,8,2,2,150,100,300,0,2,1,2
4,1,7,2,2,80,80,41000,0,1,4,3
2,3,6,2,1,9999999,120,350,0,3,1,6
2,2,9,2,1,150,100,10000,0,1,3,2
5,2,6,2,1,330,200,10000,0,3,2,3
6,1,7,2,2,573,400,55000,5500,4,3,6
2,3,8,2,1,200,150,600,0,2,1,6
6,1,3,2,2,472,180,20300,2000,4,3,2
6,1,9,2,2,500,250,31200,0,3,3,4
6,2,3,1,1,102,150,25000,0,3,6,7
6,1,9,2,2,320,170,26800,6000,3,3,2
8,3,3,2,1,200,180,16900,670,3,3,6
2,2,7,2,1,55,55,8600,6000,2,7,5
4,2,2,2,1,500,400,33000,12000,4,2,3
6,2,6,2,1,400,250,10500,9000,4,2,3
2,2,7,3,1,250,150,5000,0,4,5,6
4,2,3,2,1,300,100,54000,0,4,6,10
6,1,5,2,1,400,300,37000,4000,4,3,4
6,2,2,1,1,500,200,21000,10000,3,6,10
6,2,7,2,1,400,350,9000,0,1,6,5
4,3,7,1,1,500,300,5000,0,4,2,8
2,3,6,3,1,60,60,500,0,1,1,6
4,1,7,2,2,130,90,43400,9000,3,4,3
4,1,6,2,2,450,370,76500,0,4,3,4
2,3,8,2,1,300,70,10000,0,3,1,2
2,2,6,2,2,40,20,5300,0,1,8,1
5,1,5,2,2,200,300,40000,0,3,3,7
6,1,7,2,2,110,70,20000,0,1,3,4
2,1,7,2,1,73,50,37400,0,3,2,6
2,3,8,2,1,60,60,1900,0,1,2,1
4,1,5,2,2,300,200,58000,3000,3,3,7
2,3,9,2,1,400,200,3000,0,1,1,6
6,1,5,2,2,500,350,25000,3000,3,4,8
6,1,4,2,2,580,300,22300,2700,4,4,8
2,3,7,3,1,360,350,5800,0,3,2,6
2,3,7,2,2,350,250,1000,0,2,3,10
4,3,7,2,1,60,60,3800,0,2,1,4
4,2,8,1,1,500,350,60000,0,4,3,6
2,3,7,2,1,200,120,1000,0,3,6,5
3,1,7,3,2,500,350,131000,20000,3,2,6
6,3,3,2,1,370,250,2200,0,3,2,5
2,3,8,2,1,60,60,130,0,1,6,10
2,3,7,2,1,0,60,11500,0,3,2,3
6,2,5,2,1,500,300,29200,1500,3,2,7
2,3,6,3,1,250,16,1500,0,4,6,2
4,2,8,2,1,400,300,9999999,0,4,3,2
2,2,7,2,1,500,350,15000,0,4,3,7
6,2,7,3,1,500,250,65000,20000,4,7,5
1,3,6,2,1,100,100,1000,0,4,2,1
1,1,8,2,1,20,100,9999999,0,3,4,8
4,2,6,2,1,1000,500,37000,0,4,3,7
2,2,8,2,1,280,200,9000,0,3,3,8
6,1,5,1,2,580,270,74200,0,3,3,8
6,1,5,2,2,700,500,133000,38000,4,4,10
2,2,6,3,1,400,350,9999999,0,3,6,3
6,1,5,2,1,417,100,31000,0,3,3,7
6,2,9,2,1,400,150,24000,0,4,2,3
4,2,5,2,1,270,200,35000,0,4,7,6
4,2,4,2,1,200,200,5800,0,4,5,6
6,1,9,2,2,450,230,28900,5000,4,3,2
2,3,8,3,1,235,100,4000,0,1,6,1
6,1,5,2,1,500,300,20000,5000,3,3,7
2,2,8,2,1,340,180,8500,0,3,2,6
6,1,5,2,2,500,180,22970,6000,3,2,5
6,2,7,3,1,40,40,4700,0,3,2,6
9,4,9,2,1,160,130,1400,0,3,6,7
2,3,6,1,1,9999999,150,9999999,3000,4,2,3
4,2,8,1,2,600,450,36500,2000,4,3,8
6,1,2,2,2,300,180,15400,4000,3,2,4
3,3,3,2,1,350,120,4500,0,3,2,5
6,2,3,1,1,300,120,18000,1000,3,2,3
3,2,5,3,2,440,300,134600,0,5,2,4
6,3,5,2,1,400,180,32000,0,3,2,3
8,3,8,2,1,220,180,6000,300,4,1,5
2,2,3,3,1,9999999,200,9999999,9999999,4,2,3
2,3,7,2,1,100,80,200,0,2,2,6
4,2,8,2,1,300,400,20000,0,4,3,6
5,1,6,2,1,330,250,17000,0,3,4,6
2,1,7,2,2,350,200,9999999,0,4,3,4
4,2,8,3,2,550,380,40000,6000,4,7,3
1,2,8,3,1,30,60,3500,0,1,6,5
2,3,7,2,1,50,70,400,0,3,5,6
4,1,3,2,2,500,200,107000,0,4,7,5
4,1,4,2,2,600,300,44000,0,4,3,2
6,1,6,2,2,550,450,39500,3000,4,3,4
4,2,8,1,2,450,300,26000,0,4,3,2
2,3,9,2,2,200,60,800,0,3,2,1
4,1,6,2,1,1800,600,675000,90000,4,3,7
5,1,9,2,2,250,150,26000,0,4,1,2
6,1,3,1,2,500,400,25000,10000,4,2,3
6,2,5,2,1,250,200,8000,0,3,2,3
1,3,8,3,1,300,150,200,1500,4,1,2
2,2,7,3,1,300,250,13500,0,3,2,3
6,2,3,2,2,200,200,19300,0,3,2,3
2,3,8,2,1,150,100,31000,0,3,1,6
6,2,3,2,1,250,200,16000,0,3,4,2
2,2,7,2,1,350,300,12000,0,3,6,5
5,2,8,2,1,450,200,20000,0,3,2,3
8,3,3,2,1,300,190,2000,0,3,1,5
9,4,5,1,1,400,200,1600,0,4,6,2
9,4,6,1,1,100,100,1500,0,3,7,2
2,1,8,2,1,190,140,34500,0,1,4,8
4,1,6,2,2,280,240,60900,0,3,3,4
6,1,8,3,1,380,350,17500,0,3,6,7
4,1,6,2,2,450,380,74500,10000,4,3,4
1,7,8,2,1,600,350,85000,3000,3,2,6
4,1,7,2,2,550,300,157000,0,4,7,3
4,1,7,2,1,300,300,30000,500,2,2,3
2,3,8,3,1,400,200,9999999,0,3,2,3
2,3,7,2,1,150,120,1000,500,3,6,1
4,1,5,2,2,600,400,103000,20000,4,3,7
4,1,5,2,2,800,500,85000,0,4,3,2
6,1,5,3,2,380,250,61000,12000,4,2,7
2,2,7,2,2,300,210,5000,0,3,3,2
2,3,8,2,1,50,50,650,0,2,2,5
5,7,5,2,2,400,300,0,0,4,2,3
2,3,8,2,1,180,150,2000,0,3,2,3
6,1,2,2,2,450,400,28600,5000,4,3,8
2,2,8,2,1,0,100,9999999,8500,3,2,3
2,3,8,2,1,80,70,2100,0,1,1,7
2,3,9,2,1,180,120,3200,1000,3,1,2
4,1,6,2,2,800,400,153000,0,4,7,8
4,1,7,2,2,700,580,114000,10000,4,3,5
4,2,7,3,1,410,250,65000,15000,4,2,6
6,3,5,2,1,325,450,11000,8000,4,6,5
2,3,9,2,1,150,150,500,0,3,5,6
2,3,8,3,1,81,70,1000,0,1,1,2
4,2,8,2,2,500,200,27000,0,4,2,3
9,4,6,1,1,40,40,1700,0,3,2,7
2,3,8,1,1,200,150,1800,0,3,2,3
9,4,8,2,1,150,60,0,0,2,1,2
2,3,6,2,1,230,190,1000,0,3,5,6
4,3,6,2,2,70,50,800,0,1,7,6
2,2,7,3,1,285,200,12000,0,1,5,7
4,1,8,2,1,800,350,251500,0,4,3,7
4,1,5,2,2,460,200,65200,0,2,3,4
4,1,5,2,2,320,250,61500,0,3,3,4
4,2,8,2,2,400,350,47500,0,4,7,5
6,1,6,1,2,95,90,40000,0,2,2,10
6,1,8,2,1,210,150,15500,0,1,4,8
4,2,8,3,2,705,500,73000,0,4,3,2
4,3,4,1,1,350,200,2500,2000,4,6,2
4,2,4,1,2,450,200,78000,0,4,7,6
1,1,8,3,2,9999999,200,9999999,0,2,3,4
6,1,3,2,1,550,550,35500,17000,4,3,7
2,3,8,2,1,250,250,2000,0,3,2,3
2,2,7,1,1,175,160,9500,5000,3,6,4
6,3,7,2,1,20,60,1000,9999999,2,6,4
4,2,4,2,2,800,500,71000,0,4,3,5
6,1,2,2,2,450,300,23400,4000,3,3,7
2,3,6,2,1,250,150,4500,0,3,2,5
6,1,2,2,2,300,170,33100,6000,4,2,5
6,2,9,1,2,600,400,51000,0,4,3,10
6,2,8,2,1,250,100,10000,0,3,2,3
6,3,7,1,1,500,350,3200,0,5,2,3
2,3,6,2,1,180,150,2000,0,4,5,2
4,1,8,2,1,500,450,95000,5000,3,6,5
2,3,7,2,1,150,130,700,0,2,1,7
3,5,8,1,1,100,100,0,0,2,1,6
4,2,8,3,1,350,300,9999999,20000,5,2,3
6,2,5,2,1,500,300,26000,0,4,3,5
9,4,9,2,1,150,150,0,0,1,1,2
10,7,8,3,1,170,140,140,0,3,6,4
2,1,8,2,2,300,200,52600,0,3,8,4
2,3,7,3,1,9999999,180,9999999,0,2,1,6
4,1,6,2,1,235,150,80000,0,1,2,3
4,1,6,2,2,250,150,75000,0,4,2,3
4,2,7,2,1,360,200,1220,0,2,6,7
4,3,7,2,1,109,70,750,0,2,1,6
4,3,7,2,1,116,80,2180,0,2,1,6
4,3,7,2,1,166,100,900,0,3,1,6
6,1,8,2,1,140,120,27300,0,2,3,4
6,1,8,1,1,230,130,21400,500,3,5,7
6,1,8,2,1,80,80,23000,0,1,6,5
6,2,9,2,1,50,50,9500,5200,1,2,6
10,3,8,3,1,80,80,200,0,1,1,4
4,1,6,2,2,80,70,50000,20000,2,5,10
2,7,8,3,1,100,80,500,0,3,2,7
6,1,8,2,1,9999999,200,20000,1000,3,7,5
1,3,8,3,1,25,50,300,0,1,6,5
2,1,8,2,2,300,250,32600,0,3,4,8
2,3,6,3,1,230,170,3500,0,3,2,6
2,2,7,2,1,500,200,14500,0,3,7,5
4,3,4,2,1,85,35,1200,0,2,1,2
9,4,8,3,1,180,100,700,0,3,1,2
2,2,6,3,1,300,250,21000,0,4,3,5
2,2,6,3,2,380,200,50000,0,4,2,3
1,2,8,3,1,30,50,1500,0,1,6,5
3,2,6,3,1,250,150,25000,0,3,2,5
9,4,8,3,1,50,50,0,0,1,2,6
2,2,8,2,1,390,180,16000,0,3,6,5
4,3,8,2,2,300,300,10000,0,4,3,6
5,2,3,1,1,450,300,15500,0,4,6,7
2,2,8,2,2,55,55,7000,0,1,2,1
2,3,7,2,1,380,180,3200,0,3,2,6
2,3,8,3,1,120,70,500,0,3,2,6
6,1,2,2,2,220,150,25500,0,3,3,5
2,3,6,3,1,100,100,3000,0,3,2,6
5,1,5,2,1,300,100,24000,0,3,6,5
5,1,3,2,1,400,260,28900,0,3,6,5
9,4,5,2,1,200,100,2000,0,3,1,2
1,2,8,2,1,200,100,300,0,3,6,5
2,2,5,2,1,200,100,4500,0,3,6,5
6,1,6,2,2,400,380,54000,5000,3,6,4
6,1,2,2,1,430,250,22500,0,2,3,6
6,3,2,2,1,100,90,10000,6000,2,1,8
6,3,3,1,1,180,70,3500,0,3,1,2
6,3,5,2,1,400,200,8300,0,4,2,5
2,2,7,3,1,250,150,16500,0,3,2,6
2,3,7,1,1,220,100,2500,0,3,6,5
3,4,9,3,1,9999999,100,0,5000,3,1,2
4,2,3,2,1,300,250,9999999,9999999,5,6,5
4,2,4,2,1,350,300,36500,0,3,5,7
4,3,4,2,1,100,100,3300,0,3,6,2
5,2,6,2,2,450,350,18700,0,3,5,6
6,3,5,1,1,400,250,18500,0,4,3,10
6,3,7,1,1,350,120,5000,0,3,2,3
8,3,5,2,1,400,80,1000,0,4,3,5
1,3,9,3,2,180,120,200,0,3,2,1
2,2,8,2,1,200,200,9500,9500,3,2,3
2,2,7,3,1,9999999,60,11000,10000,2,6,3
2,3,8,1,1,130,67,300,0,2,2,1
2,3,8,2,1,300,150,6000,0,4,2,8
2,3,8,2,1,200,100,500,0,3,1,2
5,1,7,2,2,450,300,30000,4000,4,3,2
5,2,7,1,1,260,100,12000,0,3,2,3
6,2,9,2,1,50,50,10000,8500,1,2,7
9,4,8,3,1,70,70,0,500,1,2,8
2,3,8,2,1,60,60,9000,8500,1,7,8
2,3,8,2,1,57,50,100,0,3,1,2
6,2,2,2,1,50,40,8200,7600,2,5,6
8,1,9,1,1,300,200,14000,0,4,3,7
9,4,8,3,1,150,100,0,0,2,6,2
9,4,9,2,1,120,100,0,0,1,1,2
4,2,6,3,1,60,60,2000,0,3,6,10
6,7,6,2,1,500,300,3800,0,4,6,5
8,3,8,2,1,250,200,600,0,3,3,1
5,1,5,1,2,330,230,43200,0,3,3,5
6,1,5,2,1,600,300,27500,0,4,3,6
2,3,7,2,1,80,80,2500,0,1,1,10
4,1,5,2,2,450,300,67600,18000,3,7,8
6,1,5,2,2,180,90,9999999,1000,4,7,5
4,1,8,2,2,218,200,75000,10000,3,3,8
3,2,9,2,1,350,200,9999999,0,3,3,6
2,3,8,3,1,320,180,2200,0,3,2,10
2,2,7,2,1,300,180,12000,0,4,2,6
6,1,4,3,2,250,180,18300,0,3,3,4
4,2,7,2,1,500,250,17800,10000,4,5,6
5,1,3,2,2,500,300,35000,15000,4,2,3
5,1,3,2,2,380,280,36800,9000,4,3,4
6,1,3,2,2,550,230,25000,9000,4,2,3
6,1,7,2,2,500,400,58000,6060,4,7,6
6,3,3,2,1,300,200,9999999,0,4,7,3
6,3,5,2,2,450,350,8000,0,3,3,2
2,3,9,2,1,250,60,3000,0,3,2,3
2,3,8,3,1,230,160,800,0,3,2,6
4,3,2,2,1,150,130,2500,0,2,1,8
5,1,4,2,1,400,200,25000,0,4,5,6
4,2,8,2,2,260,168,26600,0,4,3,4
9,3,3,3,1,400,200,200,0,4,1,6
8,3,2,2,1,300,250,1000,1000,4,2,5
2,7,7,3,2,500,200,9999999,10000,4,4,6
4,1,8,2,2,410,280,41900,5000,5,7,4
6,1,8,2,1,60,60,25000,0,1,6,5
6,1,5,2,1,82,80,23000,0,3,5,6
4,1,5,2,1,700,500,9999999,5000,4,7,6
2,3,7,2,1,55,50,4200,0,3,2,6
6,2,6,2,1,40,40,5700,0,1,5,6
2,3,8,2,1,200,150,500,0,3,2,3
2,2,9,1,1,300,80,12000,0,4,2,6
4,2,7,2,2,310,220,9000,0,4,3,7
5,1,2,2,2,490,350,36900,7000,4,3,4
5,2,7,1,1,126,30,11000,0,2,1,2
4,2,6,1,2,400,300,30000,0,3,2,3
6,2,7,2,2,250,180,12300,0,3,3,2
4,3,5,3,1,550,400,9999999,0,3,6,3
6,1,2,2,2,300,100,50000,0,3,3,10
6,2,6,2,1,154,120,9800,340,2,6,4
2,3,7,3,1,9999999,9999999,9999999,9999999,3,6,8
5,2,3,3,1,500,300,30000,0,4,2,3
6,1,1,2,2,300,250,50900,3000,2,3,4
9,4,8,1,1,250,170,2800,8000,3,7,6
2,2,8,2,1,68,58,9000,8520,1,7,6
2,3,6,2,1,250,200,3200,4000,4,2,3
4,2,7,1,1,200,100,58000,0,4,7,5
4,3,7,2,1,280,150,2000,5000,4,2,6
5,2,8,2,1,225,180,9999999,4000,1,5,6
5,3,3,2,1,300,240,3000,0,4,2,3
2,3,5,2,1,700,400,26500,0,4,6,7
4,7,8,2,1,71,70,0,0,1,2,6
6,1,5,2,1,108,90,18500,4000,3,8,4
6,2,5,2,2,400,300,57000,0,4,3,2
2,3,7,2,2,300,200,1500,0,3,2,6
2,3,7,2,1,76,70,500,0,2,6,5
6,2,6,1,1,200,120,7000,0,3,2,6
2,2,7,2,1,150,100,14000,0,3,3,8
6,1,9,2,1,400,400,9999999,0,4,7,3
6,2,9,2,2,300,230,12800,3000,4,2,3
2,2,7,2,1,290,170,13400,0,3,6,7
6,2,2,3,1,600,150,23000,0,4,6,5
4,2,3,2,1,283,200,9999999,0,3,2,6
5,2,7,2,1,300,200,30000,0,3,2,3
6,3,3,1,1,250,150,1500,0,4,2,3
2,2,4,1,1,300,200,12000,10000,4,2,6
6,3,7,2,1,280,200,800,0,4,7,6
9,4,8,2,2,100,78,0,0,2,2,6
10,7,8,2,1,160,110,130,0,3,6,7
2,3,8,2,1,70,70,9999999,0,2,6,8
4,3,7,2,1,110,70,600,0,2,1,6
9,4,6,2,1,120,100,8000,0,1,2,6
4,2,8,3,1,1000,500,196000,50000,4,6,2
6,1,6,2,1,50,50,12600,0,1,7,4
4,3,7,2,1,86,50,500,0,3,6,7
2,2,6,2,1,9999999,200,9999999,0,3,3,5
4,3,6,2,1,180,100,850,0,1,6,1
4,3,3,2,1,150,100,10500,0,4,6,5
2,3,6,1,2,500,200,10000,0,4,3,1
2,2,7,2,1,260,190,8000,0,3,5,6
6,3,5,1,1,300,300,16000,2000,4,2,3
6,3,6,2,1,300,100,7500,0,2,2,6
8,3,8,3,1,55,50,2000,0,3,1,6
1,7,9,2,1,80,50,1600,0,2,6,2
2,2,7,3,1,9999999,300,10000,5000,3,2,5
2,3,4,2,1,250,120,1000,0,4,6,5
6,2,8,2,1,230,150,12000,0,3,6,10
9,4,9,2,1,100,100,0,0,2,7,6
8,2,2,1,1,450,100,10000,0,4,2,3
2,2,9,2,2,400,300,34000,0,4,2,3
6,1,3,2,1,400,100,36400,0,3,3,5
6,2,5,2,2,400,200,27200,9000,4,2,5
6,2,3,3,1,350,200,14000,0,3,2,7
2,3,6,3,2,300,150,30800,22000,4,3,10
2,3,7,2,1,250,200,1000,0,3,6,5
4,2,5,2,2,400,290,44000,5000,4,2,3
6,3,9,1,1,350,170,4500,0,4,1,2
6,3,4,2,1,300,200,2500,0,3,7,5
2,3,4,2,1,600,300,10500,10000,4,2,6
2,1,7,2,2,180,150,47200,0,3,3,4
2,2,8,2,1,100,100,4000,1700,3,6,2
2,2,5,2,1,350,300,13000,0,3,2,3
2,2,7,3,1,70,60,4200,0,2,8,4
2,3,7,2,1,150,110,1200,300,2,2,6
6,1,8,2,1,360,170,28000,0,2,4,8
8,1,6,2,2,280,150,16000,0,4,2,3
8,1,6,2,1,300,150,15000,1000,4,3,6
8,3,8,1,1,200,100,9999999,500,4,3,2
3,2,7,1,1,300,200,10000,0,4,2,3
8,3,8,1,1,500,150,8300,3000,5,2,3
4,2,4,2,1,200,200,15000,0,3,5,10
4,3,3,2,1,9999999,50,2850,0,2,6,5
6,1,3,1,1,300,300,23000,10000,4,8,3
6,3,3,2,1,0,60,1350,0,3,6,10
2,2,7,3,1,9999999,9999999,9999999,0,1,1,2
4,2,7,2,2,600,300,19000,0,4,3,10
6,2,5,2,1,200,150,12000,4000,5,2,3
2,3,7,3,1,279,140,1700,0,3,2,1
2,3,9,2,1,65,50,1500,0,1,1,8
6,3,3,3,1,400,150,5000,0,4,6,7
2,2,6,3,1,500,200,24000,0,3,3,6
2,3,9,2,1,400,300,3000,0,3,2,5
4,2,4,2,2,400,250,54700,11000,4,2,3
5,1,3,2,1,200,180,29600,10000,3,3,6
5,3,8,3,1,100,80,6700,0,2,6,2
6,2,6,1,1,380,100,16000,0,3,2,3
6,3,2,2,1,200,160,8700,6000,3,1,4
2,1,9,2,1,300,130,21000,3000,4,3,4
2,3,6,3,1,230,150,10000,0,3,2,7
2,3,6,3,1,330,250,12100,0,4,1,2
2,3,9,2,1,250,130,2500,0,3,2,6
2,3,9,3,1,160,150,8000,8000,3,6,7
4,2,6,1,1,300,200,42000,8000,3,6,5
6,1,7,2,1,230,60,27500,0,3,2,7
2,2,8,2,1,9999999,9999999,9000,0,3,6,5
6,1,1,2,2,442,310,35000,8900,3,6,3
6,3,1,2,1,350,250,3000,4000,4,2,3
2,2,7,2,2,300,250,10700,0,4,2,5
2,3,7,2,1,250,200,5000,1500,3,6,7
4,2,1,1,2,530,300,43900,0,4,2,3
6,2,6,1,1,250,180,11000,7500,3,2,6
9,4,8,2,1,170,140,1000,0,3,2,6
9,4,8,3,1,120,70,0,0,2,8,1
4,2,4,2,1,330,300,8300,0,4,5,6
4,7,5,2,2,600,450,16000,0,4,3,2
6,1,5,1,2,390,250,41800,0,4,3,4
2,3,9,3,1,200,150,2000,9999999,3,1,2
6,2,3,2,1,300,250,9000,0,5,2,5
4,2,8,2,1,80,50,10500,0,1,6,2
5,1,5,2,1,500,300,35000,0,4,5,7
1,2,7,2,1,200,150,7000,0,3,2,6
8,3,2,3,1,800,500,6500,5000,3,2,3
8,3,5,3,1,390,250,6300,0,3,1,2
5,1,2,2,2,260,210,28890,3500,3,4,3
2,2,7,2,1,9999999,100,9999999,8500,2,6,7
2,3,8,3,1,70,50,2000,0,3,6,7
6,3,9,2,1,210,150,1000,3000,3,2,5
2,3,2,3,1,350,250,5000,0,4,8,6
4,1,6,2,2,800,300,41000,30000,4,3,4
6,2,5,2,2,0,200,29500,0,4,3,2
6,7,9,2,1,80,80,5000,0,3,6,2
2,1,7,2,2,250,150,71500,0,3,3,4
2,2,4,1,1,400,70,7500,0,5,1,2
4,1,8,1,2,90,70,12000,0,1,2,3
4,1,5,2,2,550,250,66500,0,3,3,4
4,3,5,2,1,280,150,2800,3000,3,3,6
6,1,8,2,1,130,80,21000,0,1,3,4
6,1,8,2,2,57,57,6000,0,1,4,10
9,4,9,3,1,200,200,0,0,3,1,2
4,2,4,2,2,30,250,25000,0,3,3,8
4,3,7,2,1,310,200,9150,0,2,5,6
2,7,8,1,1,200,200,0,20000,4,2,7
2,2,9,3,2,120,70,4300,0,3,2,3
3,3,9,3,1,200,80,100,1200,4,1,2
4,2,3,3,1,500,350,47000,12000,4,2,6
2,2,9,2,1,180,150,9000,1000,3,2,3
6,1,3,2,1,160,500,45000,0,4,3,7
6,2,2,2,2,360,200,16300,3500,3,2,5
6,2,2,1,1,500,150,9999999,23000,4,2,3
6,3,2,2,1,130,130,11500,6000,3,1,6
6,3,9,2,1,240,150,250,0,4,2,3
3,3,8,3,1,200,150,2000,0,3,2,6
3,3,8,2,1,300,200,1100,0,3,1,6
4,2,5,2,2,480,360,72000,4000,4,2,8
5,1,2,2,2,340,260,28430,4100,3,4,7
6,2,2,2,2,330,150,19200,4000,4,2,3
6,3,3,2,2,350,160,4600,0,3,1,2
2,3,8,3,1,300,200,1000,0,2,2,3
4,2,2,2,1,500,300,40000,0,4,3,5
5,1,5,2,1,400,200,28000,0,3,2,3
6,2,4,3,1,280,200,9999999,10000,4,2,3
1,2,8,2,1,300,150,18000,12000,4,2,6
2,3,9,2,1,73,70,100,0,2,6,8
4,3,5,3,1,9999999,9999999,9999999,0,5,2,3
4,3,7,2,1,420,100,3000,0,5,5,6
8,2,2,2,1,300,150,37500,10000,4,2,3
10,7,8,3,1,120,100,110,300,3,6,8
2,1,7,2,2,127,80,20000,5200,2,3,4
2,2,4,2,2,250,120,5000,0,4,3,8
2,3,9,2,1,220,200,6000,0,4,6,3
6,2,8,2,1,230,130,8500,0,3,5,6
6,7,5,3,1,248,150,1000,800,3,6,5
4,3,3,2,1,110,120,8800,0,3,6,5
2,3,8,2,1,400,300,3000,0,4,6,5
2,2,7,1,1,12,40,3700,0,2,1,2
6,2,7,2,1,75,70,4300,0,1,2,7
3,3,9,2,1,800,200,13000,0,3,1,2
6,1,3,1,1,280,100,35500,5000,4,2,5
4,3,3,2,1,80,80,2550,0,2,2,5
6,1,3,2,2,700,400,105000,0,4,3,8
8,3,3,2,2,250,250,500,0,3,2,3
8,2,3,2,1,330,100,14000,0,4,2,3
2,2,9,1,1,350,300,30000,15000,4,2,3
2,3,5,3,1,200,150,1500,0,3,6,2
4,3,8,3,1,179,120,5000,0,2,2,6
6,1,7,2,1,120,80,9999999,0,1,5,6
6,1,3,2,2,350,190,17800,3000,4,3,7
6,3,2,2,1,200,160,9500,5000,3,1,8
4,2,4,2,2,448,300,42000,10000,4,7,3
4,2,4,2,2,500,180,77000,0,4,7,6
6,2,5,2,1,400,250,20800,0,3,6,5
6,2,3,1,1,410,60,18000,10000,5,2,3
6,2,4,3,1,0,100,13000,6000,4,2,6
6,3,6,2,1,250,70,11300,0,3,2,6
2,2,2,1,2,300,200,30000,5000,4,3,2
2,3,7,2,1,200,130,3700,0,3,2,6
2,3,7,2,1,220,120,700,0,3,7,3
4,2,2,2,1,600,400,9999999,20000,4,5,7
4,2,5,2,2,500,290,45000,4000,4,2,3
4,2,1,2,2,500,400,70000,0,4,2,3
8,3,1,1,1,184,163,3000,1200,3,1,6
2,3,5,3,1,250,150,9999999,0,3,2,1
2,3,7,3,1,229,160,300,0,1,1,2
4,3,8,3,1,0,120,9999999,0,3,2,6
6,2,3,2,1,250,250,17300,3000,3,6,5
6,2,8,2,1,200,100,9500,6000,4,2,6
6,2,3,2,1,524,500,21500,0,1,3,7
6,3,3,1,1,400,120,3000,0,4,2,7
8,3,3,2,2,0,160,1000,0,3,4,3
9,4,8,3,1,150,100,9999999,0,3,2,1
10,7,8,2,1,130,110,110,0,3,6,7
2,2,7,2,1,250,150,4500,0,4,2,3
2,3,8,2,1,150,50,2000,0,1,7,1
4,1,7,2,1,450,250,41300,3000,3,5,6
4,1,4,2,2,100,100,130000,50000,3,3,10
5,1,8,2,1,60,60,9999999,0,2,6,4
6,3,6,2,1,80,80,9999999,0,1,2,1
2,2,7,2,1,230,100,11500,0,1,2,7
2,3,5,2,1,200,130,600,0,3,6,7
8,1,3,3,2,300,150,38500,0,4,4,8
4,1,4,2,2,300,200,32000,2600,3,2,3
2,2,7,2,1,170,120,2500,0,2,6,5
4,2,6,2,1,55,50,2250,0,1,6,10
6,2,4,2,2,300,250,27000,0,4,1,3
2,2,6,2,1,260,200,8000,3000,3,7,6
